do_file,year,quarter,current_hh,current_ind,computed_hh,computed_ind,match
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2008_ENOE-Q4/MEX_2008_ENOE_V01_M_V07_A_GLD/Programs/MEX_2008_ENOE_V01_M_V07_A_GLD_ALL.do,2008,Q4,104116,399994,104116,399994,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2009_ENOE-Q1/MEX_2009_ENOE_V01_M_V07_A_GLD/Programs/MEX_2009_ENOE_V01_M_V07_A_GLD_ALL.do,2009,Q1,104553,399930,104553,399930,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2009_ENOE-Q2/MEX_2009_ENOE_V01_M_V07_A_GLD/Programs/MEX_2009_ENOE_V01_M_V07_A_GLD_ALL.do,2009,Q2,104355,398229,104355,398229,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2009_ENOE-Q3/MEX_2009_ENOE_V01_M_V07_A_GLD/Programs/MEX_2009_ENOE_V01_M_V07_A_GLD_ALL.do,2009,Q3,103886,395052,103886,395052,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2009_ENOE-Q4/MEX_2009_ENOE_V01_M_V07_A_GLD/Programs/MEX_2009_ENOE_V01_M_V07_A_GLD_ALL.do,2009,Q4,104304,396866,104304,396866,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2010_ENOE-Q1/MEX_2010_ENOE_V01_M_V07_A_GLD/Programs/MEX_2010_ENOE_V01_M_V07_A_GLD_ALL.do,2010,Q1,104837,399537,104837,399537,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2010_ENOE-Q2/MEX_2010_ENOE_V01_M_V07_A_GLD/Programs/MEX_2010_ENOE_V01_M_V07_A_GLD_ALL.do,2010,Q2,105342,401118,105342,401118,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2010_ENOE-Q3/MEX_2010_ENOE_V01_M_V07_A_GLD/Programs/MEX_2010_ENOE_V01_M_V07_A_GLD_ALL.do,2010,Q3,104709,398245,104709,398245,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2010_ENOE-Q4/MEX_2010_ENOE_V01_M_V07_A_GLD/Programs/MEX_2010_ENOE_V01_M_V07_A_GLD_ALL.do,2010,Q4,104008,394214,104008,394214,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2011_ENOE-Q1/MEX_2011_ENOE_V01_M_V07_A_GLD/Programs/MEX_2011_ENOE_V01_M_V07_A_GLD_ALL.do,2011,Q1,104672,395059,104672,395059,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2011_ENOE-Q2/MEX_2011_ENOE_V01_M_V07_A_GLD/Programs/MEX_2011_ENOE_V01_M_V07_A_GLD_ALL.do,2011,Q2,104843,393886,104843,393886,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2011_ENOE-Q3/MEX_2011_ENOE_V01_M_V07_A_GLD/Programs/MEX_2011_ENOE_V01_M_V07_A_GLD_ALL.do,2011,Q3,104490,392685,104490,392685,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2011_ENOE-Q4/MEX_2011_ENOE_V01_M_V07_A_GLD/Programs/MEX_2011_ENOE_V01_M_V07_A_GLD_ALL.do,2011,Q4,104497,392383,104497,392383,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2012_ENOE-Q1/MEX_2012_ENOE_V01_M_V07_A_GLD/Programs/MEX_2012_ENOE_V01_M_V07_A_GLD_ALL.do,2012,Q1,105129,394435,105129,394435,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2012_ENOE-Q2/MEX_2012_ENOE_V01_M_V07_A_GLD/Programs/MEX_2012_ENOE_V01_M_V07_A_GLD_ALL.do,2012,Q2,105237,393433,105237,393433,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2012_ENOE-Q3/MEX_2012_ENOE_V01_M_V07_A_GLD/Programs/MEX_2012_ENOE_V01_M_V07_A_GLD_ALL.do,2012,Q3,104621,390142,104621,390142,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2012_ENOE-Q4/MEX_2012_ENOE_V01_M_V07_A_GLD/Programs/MEX_2012_ENOE_V01_M_V07_A_GLD_ALL.do,2012,Q4,103535,385161,103535,385161,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2013_ENOE-Q1/MEX_2013_ENOE_V01_M_V07_A_GLD/Programs/MEX_2013_ENOE_V01_M_V07_A_GLD_ALL.do,2013,Q1,103658,385792,103658,385792,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2013_ENOE-Q2/MEX_2013_ENOE_V01_M_V07_A_GLD/Programs/MEX_2013_ENOE_V01_M_V07_A_GLD_ALL.do,2013,Q2,103906,386128,103906,386128,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2013_ENOE-Q3/MEX_2013_ENOE_V01_M_V07_A_GLD/Programs/MEX_2013_ENOE_V01_M_V07_A_GLD_ALL.do,2013,Q3,104007,386942,104007,386942,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2013_ENOE-Q4/MEX_2013_ENOE_V01_M_V07_A_GLD/Programs/MEX_2013_ENOE_V01_M_V07_A_GLD_ALL.do,2013,Q4,105189,393463,105189,393463,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2014_ENOE-Q1/MEX_2014_ENOE_V01_M_V07_A_GLD/Programs/MEX_2014_ENOE_V01_M_V07_A_GLD_ALL.do,2014,Q1,106164,396438,106164,396438,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2014_ENOE-Q2/MEX_2014_ENOE_V01_M_V07_A_GLD/Programs/MEX_2014_ENOE_V01_M_V07_A_GLD_ALL.do,2014,Q2,107274,398715,107274,398715,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2014_ENOE-Q3/MEX_2014_ENOE_V01_M_V07_A_GLD/Programs/MEX_2014_ENOE_V01_M_V07_A_GLD_ALL.do,2014,Q3,107416,398047,107416,398047,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2014_ENOE-Q4/MEX_2014_ENOE_V01_M_V07_A_GLD/Programs/MEX_2014_ENOE_V01_M_V07_A_GLD_ALL.do,2014,Q4,107380,397548,107380,397548,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2015_ENOE-Q1/MEX_2015_ENOE_V01_M_V07_A_GLD/Programs/MEX_2015_ENOE_V01_M_V07_A_GLD_ALL.do,2015,Q1,107708,396812,107708,396812,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2015_ENOE-Q2/MEX_2015_ENOE_V01_M_V07_A_GLD/Programs/MEX_2015_ENOE_V01_M_V07_A_GLD_ALL.do,2015,Q2,107960,396739,107960,396739,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2015_ENOE-Q3/MEX_2015_ENOE_V01_M_V07_A_GLD/Programs/MEX_2015_ENOE_V01_M_V07_A_GLD_ALL.do,2015,Q3,107481,394139,107481,394139,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2015_ENOE-Q4/MEX_2015_ENOE_V01_M_V07_A_GLD/Programs/MEX_2015_ENOE_V01_M_V07_A_GLD_ALL.do,2015,Q4,106931,391824,106931,391824,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2016_ENOE-Q1/MEX_2016_ENOE_V01_M_V07_A_GLD/Programs/MEX_2016_ENOE_V01_M_V07_A_GLD_ALL.do,2016,Q1,107030,390065,107030,390065,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2016_ENOE-Q2/MEX_2016_ENOE_V01_M_V07_A_GLD/Programs/MEX_2016_ENOE_V01_M_V07_A_GLD_ALL.do,2016,Q2,107318,390033,107318,390033,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2016_ENOE-Q3/MEX_2016_ENOE_V01_M_V07_A_GLD/Programs/MEX_2016_ENOE_V01_M_V07_A_GLD_ALL.do,2016,Q3,106174,383777,106174,383777,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2016_ENOE-Q4/MEX_2016_ENOE_V01_M_V07_A_GLD/Programs/MEX_2016_ENOE_V01_M_V07_A_GLD_ALL.do,2016,Q4,106410,384310,106410,384310,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2017_ENOE-Q1/MEX_2017_ENOE_V01_M_V07_A_GLD/Programs/MEX_2017_ENOE_V01_M_V07_A_GLD_ALL.do,2017,Q1,106742,384253,106742,384253,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2017_ENOE-Q2/MEX_2017_ENOE_V01_M_V07_A_GLD/Programs/MEX_2017_ENOE_V01_M_V07_A_GLD_ALL.do,2017,Q2,108757,390990,108757,390990,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2017_ENOE-Q3/MEX_2017_ENOE_V01_M_V07_A_GLD/Programs/MEX_2017_ENOE_V01_M_V07_A_GLD_ALL.do,2017,Q3,107000,384232,107000,384232,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2017_ENOE-Q4/MEX_2017_ENOE_V01_M_V07_A_GLD/Programs/MEX_2017_ENOE_V01_M_V07_A_GLD_ALL.do,2017,Q4,107150,384520,107150,384520,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2018_ENOE-Q1/MEX_2018_ENOE_V01_M_V07_A_GLD/Programs/MEX_2018_ENOE_V01_M_V07_A_GLD_ALL.do,2018,Q1,107025,383437,107025,383437,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2018_ENOE-Q2/MEX_2018_ENOE_V01_M_V07_A_GLD/Programs/MEX_2018_ENOE_V01_M_V07_A_GLD_ALL.do,2018,Q2,107937,385082,107937,385082,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2018_ENOE-Q3/MEX_2018_ENOE_V01_M_V07_A_GLD/Programs/MEX_2018_ENOE_V01_M_V07_A_GLD_ALL.do,2018,Q3,107654,383288,107654,383288,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2018_ENOE-Q4/MEX_2018_ENOE_V01_M_V07_A_GLD/Programs/MEX_2018_ENOE_V01_M_V07_A_GLD_ALL.do,2018,Q4,107525,383410,107525,383410,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2019_ENOE-Q1/MEX_2019_ENOE_V01_M_V07_A_GLD/Programs/MEX_2019_ENOE_V01_M_V07_A_GLD_ALL.do,2019,Q1,111998,397890,111998,397890,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2019_ENOE-Q2/MEX_2019_ENOE_V01_M_V07_A_GLD/Programs/MEX_2019_ENOE_V01_M_V07_A_GLD_ALL.do,2019,Q2,112447,399970,112447,399970,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2019_ENOE-Q3/MEX_2019_ENOE_V01_M_V07_A_GLD/Programs/MEX_2019_ENOE_V01_M_V07_A_GLD_ALL.do,2019,Q3,112188,397600,112188,397600,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2019_ENOE-Q4/MEX_2019_ENOE_V01_M_V07_A_GLD/Programs/MEX_2019_ENOE_V01_M_V07_A_GLD_ALL.do,2019,Q4,111868,395325,111868,395325,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2020_ENOE-Q1/MEX_2020_ENOE_V01_M_V07_A_GLD/Programs/MEX_2020_ENOE_V01_M_V07_A_GLD_ALL.do,2020,Q1,116309,409071,116309,409071,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2020_ENOE-Q3/MEX_2020_ENOE_V01_M_V07_A_GLD/Programs/MEX_2020_ENOE_V01_M_V07_A_GLD_ALL.do,2020,Q3,85077,291314,85077,291314,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2020_ENOE-Q4/MEX_2020_ENOE_V01_M_V07_A_GLD/Programs/MEX_2020_ENOE_V01_M_V07_A_GLD_ALL.do,2020,Q4,101724,350188,101724,350188,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2021_ENOE-Q1/MEX_2021_ENOE_V01_M_V07_A_GLD/Programs/MEX_2021_ENOE_V01_M_V07_A_GLD_ALL.do,2021,Q1,99569,343451,99569,343451,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2021_ENOE-Q2/MEX_2021_ENOE_V01_M_V07_A_GLD/Programs/MEX_2021_ENOE_V01_M_V07_A_GLD_ALL.do,2021,Q2,108633,373799,108633,373799,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2021_ENOE-Q3/MEX_2021_ENOE_V01_M_V07_A_GLD/Programs/MEX_2021_ENOE_V01_M_V07_A_GLD_ALL.do,2021,Q3,121791,420297,121791,420297,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2021_ENOE-Q4/MEX_2021_ENOE_V01_M_V07_A_GLD/Programs/MEX_2021_ENOE_V01_M_V07_A_GLD_ALL.do,2021,Q4,123668,426328,123668,426328,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2022_ENOE-Q1/MEX_2022_ENOE_V01_M_V07_A_GLD/Programs/MEX_2022_ENOE_V01_M_V07_A_GLD_ALL.do,2022,Q1,115326,395344,115326,395344,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2022_ENOE-Q2/MEX_2022_ENOE_V01_M_V07_A_GLD/Programs/MEX_2022_ENOE_V01_M_V07_A_GLD_ALL.do,2022,Q2,116739,398157,116739,398157,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2022_ENOE-Q3/MEX_2022_ENOE_V01_M_V07_A_GLD/Programs/MEX_2022_ENOE_V01_M_V07_A_GLD_ALL.do,2022,Q3,115328,390995,115328,390995,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2022_ENOE-Q4/MEX_2022_ENOE_V01_M_V07_A_GLD/Programs/MEX_2022_ENOE_V01_M_V07_A_GLD_ALL.do,2022,Q4,115035,389435,115035,389435,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2023_ENOE-Q1/MEX_2023_ENOE_V01_M_V07_A_GLD/Programs/MEX_2023_ENOE_V01_M_V07_A_GLD_ALL.do,2023,Q1,130959,442267,130959,442267,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2023_ENOE-Q2/MEX_2023_ENOE_V01_M_V07_A_GLD/Programs/MEX_2023_ENOE_V01_M_V07_A_GLD_ALL.do,2023,Q2,125951,422778,125951,422778,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2023_ENOE-Q3/MEX_2023_ENOE_V01_M_V07_A_GLD/Programs/MEX_2023_ENOE_V01_M_V07_A_GLD_ALL.do,2023,Q3,126130,420705,126130,420705,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2023_ENOE-Q4/MEX_2023_ENOE_V01_M_V07_A_GLD/Programs/MEX_2023_ENOE_V01_M_V07_A_GLD_ALL.do,2023,Q4,123686,411891,123686,411891,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2024_ENOE-Q1/MEX_2024_ENOE_V01_M_V07_A_GLD/Programs/MEX_2024_ENOE_V01_M_V07_A_GLD_ALL.do,2024,Q1,125185,415490,125185,415490,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2024_ENOE-Q2/MEX_2024_ENOE_V01_M_V07_A_GLD/Programs/MEX_2024_ENOE_V01_M_V07_A_GLD_ALL.do,2024,Q2,126322,419455,126322,419455,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2024_ENOE-Q3/MEX_2024_ENOE_V01_M_V07_A_GLD/Programs/MEX_2024_ENOE_V01_M_V07_A_GLD_ALL.do,2024,Q3,125014,415147,125014,415147,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2024_ENOE-Q4/MEX_2024_ENOE_V01_M_V07_A_GLD/Programs/MEX_2024_ENOE_V01_M_V07_A_GLD_ALL.do,2024,Q4,124163,413024,124163,413024,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2025_ENOE-Q1/MEX_2025_ENOE_V01_M_V07_A_GLD/Programs/MEX_2025_ENOE_V01_M_V07_A_GLD_ALL.do,2025,Q1,124297,412079,124297,412079,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2025_ENOE-Q2/MEX_2025_ENOE_V01_M_V07_A_GLD/Programs/MEX_2025_ENOE_V01_M_V07_A_GLD_ALL.do,2025,Q2,124894,413004,124894,413004,yes
/Users/israel/Library/CloudStorage/OneDrive-Personal/IOR/Projects/Y2025/FY25_MEX_MinimumWage/ENOE_PANEL/MEX_2025_ENOE-Q3/MEX_2025_ENOE_V01_M_V07_A_GLD/Programs/MEX_2025_ENOE_V01_M_V07_A_GLD_ALL.do,2025,Q3,125205,411562,125205,411562,yes
